dummy_field	id_set_1	name_set_1	id_set_2	name_set_2
0.93	69550	id_98039	29938	id_42658
1.0	190200	id_264167	94823	id_132499
1.0	228300	id_316188	22199	id_31913
1.0	84036	id_118926	83998	id_118887
1.0	161012	id_224573	50498	id_71909
1.0	84036	id_118926	83990	id_118879
1.0	228404	id_316326	228367	id_316289
1.0	175800	id_244864	27740	id_39577
1.0	84036	id_118926	83992	id_118881
1.0	202848	id_281705	89258	id_125674
0.945	120142	id_167583	120137	id_167576
1.0	241830	id_335851	241719	id_335740
1.0	233452	id_323474	190200	id_264167
1.0	245027	id_340274	145803	id_203186
1.0	96437	id_134544	43908	id_62637
1.0	158401	id_221003	158394	id_220995
1.0	253557	id_351796	188077	id_261243
1.0	21973	id_31517	21786	id_31318
1.0	224964	id_312128	44987	id_64215
1.0	247839	id_343977	112788	id_157419
1.0	76395	id_108513	76174	id_108292
1.0	207516	id_288101	207476	id_288059
1.0	156357	id_218188	705	id_942
1.0	129716	id_181133	104105	id_145616
1.0	144884	id_201952	144511	id_201557
1.0	227098	id_314737	226912	id_314537
1.0	129716	id_181133	104104	id_145615
1.0	173226	id_241320	173223	id_241317
1.0	235465	id_326988	235461	id_326980
1.0	220884	id_306971	84222	id_119119
1.0	56841	id_81065	56768	id_80988
1.0	234953	id_326285	77369	id_109765
1.0	181601	id_252188	181587	id_252174
0.945	226071	id_313414	17708	id_25666
1.0	149057	id_207854	11744	id_17021
0.9	187548	id_260548	21206	id_30525
1.0	30630	id_43643	18444	id_26804
1.0	246707	id_342462	7024	id_10505
1.0	92863	id_130010	58432	id_83168
0.96	190448	id_264757	155598	id_217045
0.925	100774	id_140883	4024	id_6008
1.0	89737	id_126305	89714	id_126282
1.0	217367	id_302175	125274	id_174795
1.0	210647	id_292518	206232	id_286238
1.0	207427	id_288000	207309	id_287873
1.0	7246	id_10761	7245	id_10760
1.0	146465	id_204191	77157	id_109462
1.0	60314	id_85869	60239	id_85793
0.92	161236	id_224827	161195	id_224776
1.0	122970	id_171733	17098	id_24741
1.0	222756	id_309256	222616	id_309113
1.0	118964	id_166101	118853	id_165985
1.0	97429	id_136124	53773	id_76378
1.0	50469	id_71880	43138	id_61581
1.0	258475	id_358650	258458	id_358632
1.0	193550	id_269093	193529	id_269072
1.0	214786	id_298737	214768	id_298719
1.0	117939	id_164499	45103	id_64392
1.0	255397	id_354211	255372	id_354186
1.0	181578	id_252165	181552	id_252139
1.0	172572	id_240418	142808	id_199029
1.0	66588	id_94215	66529	id_94153
0.88	195834	id_272210	122844	id_171543
0.935	204640	id_284164	35705	id_51282
1.0	70376	id_99381	70371	id_99376
1.0	135967	id_189584	125566	id_175169
1.0	60314	id_85869	60255	id_85810
1.0	222756	id_309256	222638	id_309135
1.0	145747	id_203117	145734	id_203101
0.92	240797	id_334254	165312	id_230397
1.0	173077	id_241069	173073	id_241064
0.94	122971	id_171734	46060	id_65795
1.0	135567	id_189060	135565	id_189055
1.0	102045	id_142644	20562	id_29638
0.945	123492	id_172323	112834	id_157503
1.0	204903	id_284482	204888	id_284467
1.0	216219	id_300744	83620	id_118424
1.0	96700	id_134904	96696	id_134893
1.0	40436	id_57658	7332	id_11035
1.0	135567	id_189060	135525	id_189007
1.0	178256	id_247877	61832	id_88002
1.0	172245	id_239976	122289	id_170633
1.0	87366	id_123439	36151	id_51840
0.925	180959	id_251445	28382	id_40332
1.0	193475	id_269018	107307	id_149984
1.0	104570	id_146265	80381	id_114250
1.0	198359	id_275701	77764	id_110433
1.0	81097	id_115092	81079	id_115070
1.0	159092	id_221793	159073	id_221774
1.0	135567	id_189060	135544	id_189028
1.0	85429	id_120794	85411	id_120776
1.0	227076	id_314714	35408	id_50623
0.89	52375	id_74498	41977	id_60028
0.965	91698	id_128715	65988	id_93388
1.0	99939	id_139702	99931	id_139694
1.0	225303	id_312579	225207	id_312455
1.0	225694	id_313032	225676	id_313014
1.0	112441	id_156850	112290	id_156698
1.0	143514	id_200171	143512	id_200169
1.0	6818	id_10178	6816	id_10176
1.0	86615	id_122293	3613	id_5402
1.0	6818	id_10178	6811	id_10171
1.0	67851	id_95894	67484	id_95510
1.0	114033	id_159282	114006	id_159255
1.0	101277	id_141660	43258	id_61775
1.0	247839	id_343977	112802	id_157448
1.0	121512	id_169529	121472	id_169489
1.0	79969	id_113668	79937	id_113633
1.0	207560	id_288148	113409	id_158311
0.98	161447	id_225038	62654	id_89091
0.915	232203	id_321973	47881	id_68331
1.0	136803	id_190729	136798	id_190723
1.0	217910	id_303002	217869	id_302940
1.0	27911	id_39749	27734	id_39571
1.0	156516	id_218372	69482	id_97942
1.0	87166	id_123150	43073	id_61508
1.0	240055	id_333082	239986	id_333012
0.97	97289	id_135937	36209	id_51937
1.0	240055	id_333082	239989	id_333015
1.0	66409	id_94033	66383	id_94007
1.0	70455	id_99460	25487	id_36360
1.0	211265	id_293465	203138	id_282065
1.0	99919	id_139643	27751	id_39589
1.0	257498	id_357211	30659	id_43699
1.0	26460	id_37632	2623	id_3914
1.0	135395	id_188798	135383	id_188786
1.0	84886	id_120186	84826	id_120126
1.0	114251	id_159514	114241	id_159504
1.0	226943	id_314573	226877	id_314498
0.965	106893	id_149355	18450	id_26819
1.0	93299	id_130573	93297	id_130571
1.0	114795	id_160235	15523	id_22419
1.0	207470	id_288052	207318	id_287883
0.905	161475	id_225071	40435	id_57654
1.0	190306	id_264461	154978	id_215981
1.0	178375	id_248094	178373	id_248092
1.0	155094	id_216144	101011	id_141318
1.0	161037	id_224599	122948	id_171703
0.925	232220	id_321991	232192	id_321962
1.0	257520	id_357283	200167	id_278253
1.0	210624	id_292495	206349	id_286395
1.0	198204	id_275542	198191	id_275528
0.95	190628	id_264994	49283	id_70267
1.0	211703	id_294174	211665	id_294135
1.0	196543	id_273206	196542	id_273205
1.0	90725	id_127416	90654	id_127343
1.0	255579	id_354398	7117	id_10606
1.0	147669	id_205695	147618	id_205632
1.0	92103	id_129241	92073	id_129211
1.0	230619	id_319303	127114	id_177394
1.0	114796	id_160236	15525	id_22421
1.0	46807	id_66992	46803	id_66988
0.92	31236	id_44621	31139	id_44511
1.0	236156	id_328097	236115	id_328055
1.0	224901	id_312020	104680	id_146376
1.0	153207	id_213540	112683	id_157224
1.0	193637	id_269186	193527	id_269070
1.0	162378	id_226497	105761	id_147786
1.0	5748	id_8544	5746	id_8541
1.0	93298	id_130572	93278	id_130552
1.0	226014	id_313356	116646	id_162805
1.0	44617	id_63698	44583	id_63664
0.97	186876	id_259597	177524	id_246959
1.0	228068	id_315913	92863	id_130010
0.99	39319	id_56153	39316	id_56150
0.91	39319	id_56153	39317	id_56151
1.0	193804	id_269422	163624	id_228167
1.0	227121	id_314760	226971	id_314603
1.0	161474	id_225069	17255	id_24942
1.0	79000	id_112303	78997	id_112300
0.93	221203	id_307301	181769	id_252491
1.0	241997	id_336018	241860	id_335881
1.0	172573	id_240422	16397	id_23645
1.0	23294	id_33353	20025	id_29024
1.0	136215	id_190027	86613	id_122271
1.0	138287	id_192680	138209	id_192602
1.0	66814	id_94691	66797	id_94614
1.0	234929	id_326252	113715	id_158725
1.0	79000	id_112303	78989	id_112292
1.0	236171	id_328138	29575	id_42025
1.0	68487	id_96705	17092	id_24731
1.0	244057	id_338819	119806	id_167087
1.0	72110	id_102453	54418	id_77361
1.0	171824	id_239484	59830	id_85119
1.0	216750	id_301503	216732	id_301485
1.0	190816	id_265256	190811	id_265248
1.0	192631	id_267867	192630	id_267864
1.0	186256	id_258835	186242	id_258821
0.965	187209	id_260094	66107	id_93543
1.0	95415	id_133229	65097	id_92277
1.0	124301	id_173420	9672	id_14136
1.0	180591	id_250871	171000	id_238293
1.0	53399	id_75835	53341	id_75776
1.0	248397	id_344803	248376	id_344780
1.0	89179	id_125572	89123	id_125514
1.0	214220	id_297858	173803	id_242312
1.0	241616	id_335582	165626	id_230764
0.96	77368	id_109764	46381	id_66385
1.0	2097	id_3034	2089	id_3025
0.99	131198	id_183128	131191	id_183121
1.0	220469	id_306351	91445	id_128435
1.0	240520	id_333714	240508	id_333700
1.0	226929	id_314558	226876	id_314497
0.935	114373	id_159653	74190	id_105508
1.0	183230	id_254830	46054	id_65762
0.96	245511	id_341006	190199	id_264165
0.91	10107	id_14675	9619	id_14077
1.0	172579	id_240477	112689	id_157233
1.0	144842	id_201910	144509	id_201555
1.0	160768	id_224191	160767	id_224190
1.0	173566	id_241808	173510	id_241751
1.0	153009	id_213263	152991	id_213235
0.915	227961	id_315740	75494	id_107403
1.0	153009	id_213263	152993	id_213237
0.94	177251	id_246676	177117	id_246529
1.0	240520	id_333714	240518	id_333712
1.0	107306	id_149970	29374	id_41721
1.0	204607	id_284127	57042	id_81327
1.0	156546	id_218491	13337	id_19210
1.0	232292	id_322110	41016	id_58434
1.0	180591	id_250871	171030	id_238323
1.0	228068	id_315913	28460	id_40410
0.92	227976	id_315755	41982	id_60035
1.0	106927	id_149389	106909	id_149371
1.0	235171	id_326508	92314	id_129461
1.0	188071	id_261237	188014	id_261180
1.0	22018	id_31594	236	id_238
1.0	81334	id_115441	81331	id_115438
1.0	145849	id_203239	91449	id_128439
0.92	222746	id_309246	222736	id_309236
1.0	20325	id_29399	20309	id_29383
0.94	59653	id_84928	35821	id_51398
1.0	57042	id_81327	23131	id_33119
1.0	161306	id_224897	86615	id_122293
0.895	200827	id_279179	200824	id_279176
1.0	60567	id_86232	55977	id_79788
1.0	218960	id_304260	218931	id_304231
1.0	12993	id_18722	3619	id_5411
0.935	161217	id_224807	161120	id_224686
1.0	203231	id_282188	203230	id_282186
1.0	33513	id_47522	33453	id_47457
1.0	150393	id_209546	150330	id_209483
1.0	226929	id_314558	226837	id_314457
1.0	157549	id_219887	8705	id_12800
1.0	210719	id_292611	210633	id_292504
0.925	115706	id_161355	55692	id_79376
1.0	192185	id_267311	104665	id_146361
1.0	30093	id_42837	30087	id_42830
1.0	216894	id_301685	216893	id_301683
0.995	221037	id_307128	47104	id_67419
1.0	161352	id_224943	153938	id_214542
1.0	186863	id_259584	177540	id_246975
1.0	253730	id_352015	164836	id_229690
1.0	253824	id_352143	253781	id_352100
1.0	107319	id_150007	106549	id_148892
1.0	241383	id_335195	241328	id_335134
1.0	161173	id_224749	139259	id_194070
1.0	222173	id_308479	30642	id_43669
1.0	194775	id_270671	194683	id_270579
1.0	225789	id_313128	116587	id_162739
1.0	235761	id_327575	230234	id_318772
1.0	135601	id_189103	27525	id_39108
1.0	115767	id_161423	34214	id_48821
0.955	202270	id_280947	150869	id_210341
1.0	21070	id_30342	21064	id_30336
1.0	155704	id_217218	155703	id_217216
1.0	241383	id_335195	241350	id_335156
1.0	179522	id_249426	179501	id_249405
1.0	216727	id_301480	46426	id_66508
1.0	227233	id_314883	226884	id_314505
1.0	179094	id_248914	179022	id_248839
0.96	216917	id_301713	7300	id_10905
1.0	123015	id_171803	18451	id_26822
1.0	76061	id_108178	76047	id_108164
1.0	186727	id_259447	92701	id_129848
1.0	204995	id_284574	20562	id_29638
1.0	227288	id_314947	226883	id_314504
1.0	63820	id_90500	63810	id_90482
0.955	77392	id_109790	55401	id_78893
1.0	154	id_155	120	id_121
0.915	36246	id_52005	25116	id_35793
1.0	107281	id_149903	46361	id_66324
1.0	211560	id_293925	211548	id_293909
1.0	87607	id_123750	87481	id_123616
1.0	198185	id_275505	25243	id_35936
0.895	204292	id_283693	193660	id_269210
0.95	245544	id_341039	47404	id_67817
1.0	99225	id_138650	99197	id_138618
1.0	247283	id_343145	247282	id_343143
1.0	192455	id_267641	46062	id_65800
1.0	166990	id_232776	113409	id_158311
1.0	163172	id_227571	163163	id_227562
1.0	125597	id_175200	125528	id_175130
1.0	161020	id_224582	18447	id_26809
1.0	136248	id_190066	32080	id_45705
1.0	130387	id_182017	130379	id_182009
1.0	92584	id_129731	34388	id_49433
1.0	248116	id_344445	41016	id_58434
1.0	166542	id_232125	13237	id_19081
0.98	107468	id_150221	21735	id_31265
1.0	175623	id_244663	37434	id_53743
1.0	223000	id_309595	193856	id_269487
1.0	22350	id_32218	22302	id_32160
1.0	185416	id_257837	185310	id_257720
1.0	235427	id_326898	178930	id_248670
0.91	50227	id_71629	43141	id_61584
1.0	69175	id_97526	22536	id_32434
1.0	161125	id_224691	28343	id_40293
1.0	260630	id_361791	96576	id_134727
1.0	160768	id_224191	160730	id_224153
1.0	76250	id_108368	76203	id_108321
1.0	187064	id_259886	187056	id_259878
1.0	16280	id_23482	16276	id_23478
0.935	202445	id_281177	191669	id_266542
1.0	84036	id_118926	83949	id_118837
0.925	112825	id_157494	26593	id_37765
1.0	166964	id_232750	151519	id_211202
1.0	228238	id_316121	141673	id_197760
0.93	120821	id_168593	120820	id_168592
1.0	80385	id_114254	80364	id_114233
1.0	193382	id_268885	66091	id_93516
1.0	131228	id_183158	36626	id_52563
1.0	247886	id_344069	178273	id_247902
1.0	217179	id_301986	217090	id_301897
1.0	161270	id_224861	22015	id_31588
1.0	36645	id_52582	36634	id_52571
1.0	151384	id_211067	11164	id_16078
1.0	74904	id_106589	26738	id_37912
1.0	109098	id_152323	48000	id_68514
0.925	109122	id_152347	47999	id_68513
1.0	75599	id_107508	75304	id_107211
1.0	156939	id_219002	156931	id_218994
1.0	120346	id_167857	100971	id_141169
1.0	176439	id_245654	176334	id_245548
1.0	161270	id_224861	22032	id_31622
1.0	143407	id_200043	143357	id_199989
0.945	220837	id_306913	27219	id_38532
1.0	215951	id_300366	168097	id_234195
1.0	247283	id_343145	247267	id_343128
1.0	67852	id_95895	67706	id_95747
1.0	172574	id_240438	7290	id_10883
1.0	12013	id_17436	11978	id_17401
1.0	91315	id_128296	69484	id_97955
1.0	114017	id_159266	113953	id_159202
1.0	60437	id_86029	46057	id_65773
1.0	161270	id_224861	22020	id_31599
0.89	229792	id_318200	143703	id_200363
1.0	259242	id_359994	141013	id_196810
1.0	234932	id_326255	40434	id_57646
1.0	185086	id_257409	121	id_122
1.0	227388	id_315083	227387	id_315082
1.0	243420	id_338051	61400	id_87451
1.0	34387	id_49431	9534	id_13992
1.0	34515	id_49563	34505	id_49553
1.0	104774	id_146477	104660	id_146356
1.0	249955	id_347122	192185	id_267311
1.0	215951	id_300366	168029	id_234123
1.0	15814	id_22823	15811	id_22820
1.0	10580	id_15338	10482	id_15240
1.0	116656	id_162815	116638	id_162797
1.0	204995	id_284574	174631	id_243367
1.0	95149	id_132899	95130	id_132880
1.0	49785	id_71034	49766	id_71015
1.0	84036	id_118926	83975	id_118864
1.0	220220	id_306028	220183	id_305991
1.0	192905	id_268298	192881	id_268274
0.935	131006	id_182900	130892	id_182781
0.965	116650	id_162809	17708	id_25666
1.0	192905	id_268298	192886	id_268279
1.0	227298	id_314958	226962	id_314594
0.935	220011	id_305812	220004	id_305805
1.0	107280	id_149893	46058	id_65777
1.0	75647	id_107579	75524	id_107433
1.0	243889	id_338604	211270	id_293472
1.0	131119	id_183046	131103	id_183029
0.955	216036	id_300454	215973	id_300388
1.0	84036	id_118926	83961	id_118849
1.0	84036	id_118926	83962	id_118850
1.0	84036	id_118926	83963	id_118851
1.0	92140	id_129278	92099	id_129237
1.0	234938	id_326264	105473	id_147362
1.0	30234	id_42991	30069	id_42812
1.0	45589	id_65073	34386	id_49428
1.0	174395	id_243035	134431	id_187539
1.0	203515	id_282610	203445	id_282539
1.0	228307	id_316206	189416	id_262977
1.0	187290	id_260211	74527	id_106048
1.0	104774	id_146477	104652	id_146348
1.0	84036	id_118926	83957	id_118845
1.0	84036	id_118926	83958	id_118846
1.0	84036	id_118926	83959	id_118847
1.0	225789	id_313128	116640	id_162799
1.0	84036	id_118926	83954	id_118842
1.0	84036	id_118926	83955	id_118843
1.0	209022	id_290253	9634	id_14097
1.0	84036	id_118926	83950	id_118838
0.955	218490	id_303697	218450	id_303650
1.0	84036	id_118926	83951	id_118839
1.0	174090	id_242691	174089	id_242690
1.0	109131	id_152356	48010	id_68524
0.89	247283	id_343145	247210	id_343065
1.0	186589	id_259309	173281	id_241409
1.0	144182	id_201066	144167	id_201051
1.0	198898	id_276435	5181	id_7694
1.0	188857	id_262351	188845	id_262324
0.905	47134	id_67449	40897	id_58287
0.88	218213	id_303351	81441	id_115595
1.0	243890	id_338607	211272	id_293474
0.985	39456	id_56291	39293	id_56116
1.0	210719	id_292611	210651	id_292523
1.0	17851	id_26026	17823	id_25994
1.0	257544	id_357349	161405	id_224996
1.0	113714	id_158724	113713	id_158723
1.0	90725	id_127416	90722	id_127413
1.0	90725	id_127416	90724	id_127415
1.0	165792	id_230996	165718	id_230922
1.0	109243	id_152472	109194	id_152423
0.905	161184	id_224762	17093	id_24732
1.0	257223	id_356668	234938	id_326264
1.0	254590	id_353202	34019	id_48352
1.0	50509	id_71920	50216	id_71617
1.0	254772	id_353447	41016	id_58434
0.93	184005	id_255985	50337	id_71747
1.0	44856	id_64024	44848	id_64016
1.0	200521	id_278792	200510	id_278781
1.0	200521	id_278792	200504	id_278775
1.0	179512	id_249416	179370	id_249271
1.0	161035	id_224597	69806	id_98412
1.0	209837	id_291311	116847	id_163028
1.0	254351	id_352851	51448	id_73088
0.885	61699	id_87788	61681	id_87770
1.0	114009	id_159258	114005	id_159254
0.97	38402	id_54968	38382	id_54948
0.94	100034	id_139808	99927	id_139690
1.0	145820	id_203205	46443	id_66566
1.0	227076	id_314714	205009	id_284588
1.0	116513	id_162664	110273	id_153942
1.0	217483	id_302294	21979	id_31523
1.0	123002	id_171781	47689	id_68102
1.0	190202	id_264172	96548	id_134696
1.0	222131	id_308433	221416	id_307538
1.0	210666	id_292543	206255	id_286263
1.0	94186	id_131697	50517	id_71928
1.0	194566	id_270422	194560	id_270416
0.93	199380	id_277029	17063	id_24697
1.0	259572	id_360481	116403	id_162434
1.0	52676	id_74909	52675	id_74908
1.0	230484	id_319149	230457	id_319121
1.0	220473	id_306357	188860	id_262357
0.93	191986	id_267013	191955	id_266976
1.0	139271	id_194125	74899	id_106564
1.0	119475	id_166648	115360	id_160955
1.0	253832	id_352151	188182	id_261369
1.0	74608	id_106215	74607	id_106214
1.0	207660	id_288273	207499	id_288084
1.0	252487	id_350385	252485	id_350383
1.0	185086	id_257409	136	id_137
1.0	185086	id_257409	137	id_138
1.0	227076	id_314714	74908	id_106621
0.915	184512	id_256728	4292	id_6414
1.0	26673	id_37847	26618	id_37790
1.0	114698	id_160101	114692	id_160095
0.945	224213	id_311229	9255	id_13611
1.0	217006	id_301804	95417	id_133234
1.0	196795	id_273589	196790	id_273584
1.0	176583	id_245801	176578	id_245796
1.0	207535	id_288122	207488	id_288072
1.0	95654	id_133531	95650	id_133527
1.0	131212	id_183142	36599	id_52536
1.0	140669	id_196343	46383	id_66392
1.0	178923	id_248654	178907	id_248638
1.0	214131	id_297632	23160	id_33173
0.97	48464	id_69239	48453	id_69228
1.0	243899	id_338619	211278	id_293484
1.0	241156	id_334914	153022	id_213278
0.97	221111	id_307206	178742	id_248463
1.0	192185	id_267311	104570	id_146265
1.0	84082	id_118972	84036	id_118926
1.0	84082	id_118972	84034	id_118924
1.0	176616	id_245834	69297	id_97699
1.0	108654	id_151802	108403	id_151551
1.0	217315	id_302123	120467	id_168096
1.0	254393	id_352908	190988	id_265512
1.0	161055	id_224617	114001	id_159250
1.0	84082	id_118972	84043	id_118933
1.0	187077	id_259900	187069	id_259891
1.0	218238	id_303396	218229	id_303377
1.0	218238	id_303396	218232	id_303380
1.0	84082	id_118972	84051	id_118941
1.0	218238	id_303396	218235	id_303390
0.935	92005	id_129128	27288	id_38602
1.0	108249	id_151330	108168	id_151222
0.94	51645	id_73342	20674	id_29750
0.905	250728	id_348072	250690	id_348034
0.97	221111	id_307206	178769	id_248490
1.0	207928	id_288668	143527	id_200185
1.0	156702	id_218684	24355	id_34706
1.0	152974	id_213214	23834	id_34062
0.965	234334	id_325042	123020	id_171809
1.0	46067	id_65819	29682	id_42148
1.0	142068	id_198250	141951	id_198128
1.0	19471	id_28216	19464	id_28207
1.0	197625	id_274853	197622	id_274837
1.0	218238	id_303396	218227	id_303371
1.0	19471	id_28216	19467	id_28210
1.0	161173	id_224749	105768	id_147833
1.0	130377	id_182007	130369	id_181999
1.0	220876	id_306962	146372	id_204074
1.0	57055	id_81340	57046	id_81331
1.0	32009	id_45632	22031	id_31621
1.0	84082	id_118972	84026	id_118916
1.0	124773	id_174115	77774	id_110467
1.0	79950	id_113646	79942	id_113638
1.0	114065	id_159314	114062	id_159311
1.0	66623	id_94263	17255	id_24942
1.0	65879	id_93267	22237	id_31996
1.0	84082	id_118972	84080	id_118970
1.0	161083	id_224647	7002	id_10419
1.0	101528	id_141978	101433	id_141881
1.0	140669	id_196343	46446	id_66571
1.0	166693	id_232299	145722	id_203088
1.0	241729	id_335750	132418	id_184746
1.0	122035	id_170239	122025	id_170229
1.0	250784	id_348178	250773	id_348158
1.0	74483	id_105949	66557	id_94181
1.0	174899	id_243678	174871	id_243650
1.0	84082	id_118972	84053	id_118943
1.0	84082	id_118972	84057	id_118947
0.94	133293	id_185987	133292	id_185986
1.0	77720	id_110334	77719	id_110333
1.0	210785	id_292786	210784	id_292785
1.0	132955	id_185450	132949	id_185442
1.0	86658	id_122369	86648	id_122359
1.0	132955	id_185450	132942	id_185434
1.0	53399	id_75835	53283	id_75716
1.0	84082	id_118972	84064	id_118954
1.0	7022	id_10503	7018	id_10499
1.0	122571	id_171020	98997	id_138399
1.0	84082	id_118972	84067	id_118957
1.0	103636	id_144984	103625	id_144973
1.0	107281	id_149903	46442	id_66558
1.0	139391	id_194332	34625	id_49687
1.0	220885	id_306974	9496	id_13946
1.0	228307	id_316206	63854	id_90569
1.0	216216	id_300737	124772	id_174109
0.91	89632	id_126199	89595	id_126156
1.0	101555	id_142017	79047	id_112390
0.94	101267	id_141650	35145	id_50243
1.0	242123	id_336193	99388	id_138932
1.0	99641	id_139186	99472	id_139016
0.905	164495	id_229229	164355	id_229089
1.0	222207	id_308557	222166	id_308472
1.0	109298	id_152529	109258	id_152487
1.0	180935	id_251409	8241	id_12187
1.0	184248	id_256413	102182	id_142797
0.91	104309	id_145945	94577	id_132153
0.97	205054	id_284641	4813	id_7215
0.91	83657	id_118514	83650	id_118507
0.975	240376	id_333542	240350	id_333516
1.0	208829	id_289987	25188	id_35867
1.0	162504	id_226678	162443	id_226617
1.0	219976	id_305777	219939	id_305740
1.0	27340	id_38735	25179	id_35858
1.0	87681	id_123839	87553	id_123694
1.0	92270	id_129417	86272	id_121810
0.985	180926	id_251384	122954	id_171710
1.0	45236	id_64547	45231	id_64542
0.945	106577	id_148920	70426	id_99431
1.0	233457	id_323483	50793	id_72262
1.0	107307	id_149984	1893	id_2763
1.0	241853	id_335874	241817	id_335838
1.0	222207	id_308557	222194	id_308535
1.0	216245	id_300805	201673	id_280143
1.0	107185	id_149662	106894	id_149356
1.0	171439	id_238894	10657	id_15453
1.0	106970	id_149432	106921	id_149383
1.0	86360	id_121923	86357	id_121920
0.975	214219	id_297856	32138	id_45764
1.0	69718	id_98267	69647	id_98191
1.0	85596	id_120965	85160	id_120507
1.0	175426	id_244348	73026	id_104060
0.99	138589	id_193060	116315	id_162241
1.0	124772	id_174109	107294	id_149937
1.0	248964	id_345694	3373	id_5038
1.0	243902	id_338626	203141	id_282068
1.0	84082	id_118972	84004	id_118894
1.0	84082	id_118972	84002	id_118892
1.0	21416	id_30814	21343	id_30731
1.0	240957	id_334512	72678	id_103288
1.0	226870	id_314491	177993	id_247466
1.0	243579	id_338261	243566	id_338248
0.98	201663	id_280120	144670	id_201727
1.0	112362	id_156770	112356	id_156764
1.0	85596	id_120965	85157	id_120503
1.0	247557	id_343542	247530	id_343515
1.0	159804	id_222846	39657	id_56512
1.0	231827	id_321370	11067	id_15977
1.0	17193	id_24854	17187	id_24848
1.0	196200	id_272807	135771	id_189305
1.0	165642	id_230809	165513	id_230641
1.0	171891	id_239555	9547	id_14005
1.0	164836	id_229690	72011	id_102301
1.0	237414	id_329485	67842	id_95885
0.88	229071	id_317263	222006	id_308261
1.0	242258	id_336383	157589	id_219927
1.0	17193	id_24854	17182	id_24843
1.0	132286	id_184512	71072	id_100393
1.0	30439	id_43355	30423	id_43339
1.0	124142	id_173189	64440	id_91326
0.95	208475	id_289415	107052	id_149516
1.0	164286	id_228970	164272	id_228917
1.0	259919	id_361002	259901	id_360983
1.0	87875	id_124081	87874	id_124080
0.945	136510	id_190408	22527	id_32423
1.0	217356	id_302164	217009	id_301807
0.97	159000	id_221701	49727	id_70924
1.0	244993	id_340196	43123	id_61562
1.0	216229	id_300773	91311	id_128292
1.0	145820	id_203205	139257	id_194064
1.0	127578	id_178121	127495	id_178029
1.0	145838	id_203224	120462	id_168065
1.0	163312	id_227723	163298	id_227709
1.0	154	id_155	115	id_116
0.925	132234	id_184459	132226	id_184451
1.0	2793	id_4157	2785	id_4149
0.895	248601	id_345127	202614	id_281406
1.0	136224	id_190041	9609	id_14067
1.0	41308	id_58769	41271	id_58731
1.0	260118	id_361247	29400	id_41747
1.0	243270	id_337859	28900	id_41046
1.0	79210	id_112622	63800	id_90470
1.0	14530	id_20861	14526	id_20857
1.0	153032	id_213289	24588	id_35039
1.0	70591	id_99758	70587	id_99750
1.0	64051	id_90796	63933	id_90678
1.0	47271	id_67684	33673	id_47849
1.0	120449	id_167988	27313	id_38660
0.935	105976	id_148120	105947	id_148091
1.0	210676	id_292556	206263	id_286272
1.0	125630	id_175233	125554	id_175157
1.0	149926	id_208985	2416	id_3451
1.0	149413	id_208335	15273	id_22077
1.0	3245	id_4814	3219	id_4788
1.0	184020	id_256053	14972	id_21618
1.0	150240	id_209348	150128	id_209236
1.0	238576	id_331092	9963	id_14521
0.955	16008	id_23120	15996	id_23108
0.93	74229	id_105547	49204	id_70161
1.0	103649	id_144997	103625	id_144973
1.0	233827	id_324185	233823	id_324181
1.0	171574	id_239125	91158	id_127984
1.0	214161	id_297715	139258	id_194068
1.0	16065	id_23181	16043	id_23159
0.925	112825	id_157494	9665	id_14128
1.0	234625	id_325713	234621	id_325709
1.0	172572	id_240418	36151	id_51840
0.91	215931	id_300339	93767	id_131124
0.95	103692	id_145042	103686	id_145036
1.0	96548	id_134696	9947	id_14477
1.0	74898	id_106560	38869	id_55585
1.0	204832	id_284394	113375	id_158277
1.0	14530	id_20861	14519	id_20848
1.0	176136	id_245292	176062	id_245202
1.0	135645	id_189161	66621	id_94256
1.0	144619	id_201670	144591	id_201642
1.0	222173	id_308479	30635	id_43654
1.0	12862	id_18549	12814	id_18497
1.0	216240	id_300796	161306	id_224897
1.0	75609	id_107518	75289	id_107196
0.915	136317	id_190170	121640	id_169779
0.925	83742	id_118602	83675	id_118532
1.0	157382	id_219696	79456	id_112922
0.915	136317	id_190170	121636	id_169775
1.0	113311	id_158203	62351	id_88627
1.0	155802	id_217372	155785	id_217355
1.0	121707	id_169864	121671	id_169827
1.0	100600	id_140670	100588	id_140658
1.0	102044	id_142643	91968	id_129090
1.0	176916	id_246213	151463	id_211146
1.0	55520	id_79171	55518	id_79169
1.0	212371	id_295119	212307	id_295055
1.0	55520	id_79171	55515	id_79165
1.0	55520	id_79171	55513	id_79163
0.955	158894	id_221592	122966	id_171727
1.0	192435	id_267581	192343	id_267489
1.0	266	id_268	253	id_255
1.0	266	id_268	250	id_252
1.0	106569	id_148912	91936	id_129045
1.0	266	id_268	256	id_258
1.0	179042	id_248859	179004	id_248821
1.0	123595	id_172427	62633	id_89070
1.0	176332	id_245546	176279	id_245493
1.0	124301	id_173420	94186	id_131697
1.0	2114	id_3058	2052	id_2982
1.0	200156	id_278215	137639	id_191965
1.0	214266	id_297942	112691	id_157235
0.965	258975	id_359581	135114	id_188488
1.0	187992	id_261119	11057	id_15959
1.0	103649	id_144997	103636	id_144984
1.0	187992	id_261119	11055	id_15957
